0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999547e-07 1.000000000000000000e+00 0.000000000000000000e+00 1.000384012287999891e+00 0.000000000000000000e+00 1.001792860270102281e+00 0.000000000000000000e+00 1.004230086194187965e+00 0.000000000000000000e+00 1.007702395671417284e+00 0.000000000000000000e+00 1.012219687992618855e+00 0.000000000000000000e+00 1.017795102838610743e+00 0.000000000000000000e+00 1.024445083690557645e+00 0.000000000000000000e+00 1.032189458366673973e+00 0.000000000000000000e+00 1.041051537235454294e+00 0.000000000000000000e+00
1.999999999999999909e-06 1.000000000000000000e+00 0.000000000000000000e+00 1.000768049151999906e+00 0.000000000000000000e+00 1.003587441520832124e+00 0.000000000000000000e+00 1.008472359320480738e+00 0.000000000000000000e+00 1.015449708912908644e+00 0.000000000000000000e+00 1.024559364280733131e+00 0.000000000000000000e+00 1.035854543969646269e+00 0.000000000000000000e+00 1.049402326447353984e+00 0.000000000000000000e+00 1.065284310826434711e+00 0.000000000000000000e+00 1.083597432018832185e+00 0.000000000000000000e+00
3.000000000000000076e-06 1.000000000000000000e+00 0.000000000000000000e+00 1.001152110592000044e+00 0.000000000000000000e+00 1.005383744412855718e+00 0.000000000000000000e+00 1.012726841210175532e+00 0.000000000000000000e+00 1.023242129474305262e+00 0.000000000000000000e+00 1.037019951344391178e+00 0.000000000000000000e+00 1.054181545852714175e+00 0.000000000000000000e+00 1.074880815800712153e+00 0.000000000000000000e+00 1.099306614085697076e+00 0.000000000000000000e+00 1.127685596750284791e+00 0.000000000000000000e+00
3.999999999999999819e-06 1.000000000000000000e+00 0.000000000000000000e+00 1.001536196608000084e+00 0.000000000000000000e+00 1.007181769606881661e+00 0.000000000000000000e+00 1.016993553715513254e+00 0.000000000000000000e+00 1.031079847651515946e+00 0.000000000000000000e+00 1.049602377034608125e+00 0.000000000000000000e+00 1.072779362522731539e+00 0.000000000000000000e+00 1.100889773917137049e+00 0.000000000000000000e+00 1.134278885514013568e+00 0.000000000000000000e+00 1.173365286509018057e+00 0.000000000000000000e+00
4.999999999999999562e-06 1.000000000000000000e+00 0.000000000000000000e+00 1.001920307200000027e+00 0.000000000000000000e+00 1.008981517763660962e+00 0.000000000000000000e+00 1.021272518709686716e+00 0.000000000000000000e+00 1.038963054287504573e+00 0.000000000000000000e+00 1.062307574596024207e+00 0.000000000000000000e+00 1.091651279832229537e+00 0.000000000000000000e+00 1.127438559236735749e+00 0.000000000000000000e+00 1.170224111294312586e+00 0.000000000000000000e+00 1.220687131651529533e+00 0.000000000000000000e+00
6.000000000000000152e-06 1.000000000000000000e+00 0.000000000000000000e+00 1.002304442368000093e+00 0.000000000000000000e+00 1.010782989543986821e+00 0.000000000000000000e+00 1.025563758086848853e+00 0.000000000000000000e+00 1.046891940773268415e+00 0.000000000000000000e+00 1.075136482689628359e+00 0.000000000000000000e+00 1.110800615695065829e+00 0.000000000000000000e+00 1.154536668126646681e+00 0.000000000000000000e+00 1.207165754693569015e+00 0.000000000000000000e+00 1.269703171088537363e+00 0.000000000000000000e+00
6.999999999999999895e-06 1.000000000000000000e+00 0.000000000000000000e+00 1.002688602112000060e+00 0.000000000000000000e+00 1.012586185608694178e+00 0.000000000000000000e+00 1.029867293762120717e+00 0.000000000000000000e+00 1.054866699048817136e+00 0.000000000000000000e+00 1.088090045415547991e+00 0.000000000000000000e+00 1.130230720331550254e+00 0.000000000000000000e+00 1.182193736550603891e+00 0.000000000000000000e+00 1.245127764455368879e+00 0.000000000000000000e+00 1.320466886252574357e+00 0.000000000000000000e+00
7.999999999999999638e-06 1.000000000000000000e+00 0.000000000000000000e+00 1.003072786431999930e+00 0.000000000000000000e+00 1.014391106618661276e+00 0.000000000000000000e+00 1.034183147671599468e+00 0.000000000000000000e+00 1.062887521604153118e+00 0.000000000000000000e+00 1.101169212335902481e+00 0.000000000000000000e+00 1.149944976514993167e+00 0.000000000000000000e+00 1.210419541754756523e+00 0.000000000000000000e+00 1.284134583315847067e+00 0.000000000000000000e+00 1.373033235768396310e+00 0.000000000000000000e+00
9.000000000000000228e-06 1.000000000000000000e+00 0.000000000000000000e+00 1.003456995327999923e+00 0.000000000000000000e+00 1.016197753234807877e+00 0.000000000000000000e+00 1.038511341772366592e+00 0.000000000000000000e+00 1.070954601480253121e+00 0.000000000000000000e+00 1.114374938497724399e+00 0.000000000000000000e+00 1.169946799819677974e+00 0.000000000000000000e+00 1.239224003969869203e+00 0.000000000000000000e+00 1.324211156644480303e+00 0.000000000000000000e+00 1.427458690838534494e+00 0.000000000000000000e+00
